1,1000,1387.3252765293068
2,2000,788.5965214910643
3,3000,858.4977095673336
4,4000,968.7824775812517
5,5000,1026.7334153818624
6,6000,1010.104031811696
7,7000,28.56980626230984
8,8000,1004.6545514241559
9,9000,991.8375859322383
10,10000,981.1901337484311
11,11000,940.1494789879574
12,12000,975.4271847796111
13,13000,923.6640791074658
14,14000,946.0648791193271
15,15000,926.5813008103493
16,16000,1184.5855524256067
17,17000,908.1674284707285
18,18000,777.3696223173727
19,19000,950.30228645994
20,20000,966.4679359420422
21,21000,913.3498753899314
22,22000,950.1089947106204
23,23000,935.4843746427205
24,24000,1755.8192153780903
25,25000,984.6690239378622
26,26000,945.7393638605594
27,27000,922.1497000657797
28,28000,930.6274530885099
29,29000,953.1243606704268
30,30000,995.9927985288034
31,31000,1114.9727632602219
32,32000,962.2318576007531
33,33000,2743.176448897061
34,34000,973.9010524589637
35,35000,924.7391509742508
36,36000,955.5459180659839
37,37000,944.0509375958536
38,38000,923.3288045958907
39,39000,928.7684444155102
40,40000,765.1484701257122
41,41000,1003.0453347593973
42,42000,917.9431263173026
43,43000,1617.7849203121627
44,44000,817.9863990077891
45,45000,968.9508649308312
46,46000,860.6279344388416
47,47000,970.1410641586959
48,48000,942.4006977045161
49,49000,913.1069226808074
50,50000,955.0277968071025
51,51000,927.2956342944448
52,52000,974.4998302139754
53,53000,1000.9724402112406
54,54000,947.7565560360697
55,55000,940.6182456365168
56,56000,940.8313025198307
57,57000,1050.9076032617265
58,58000,937.7791012083293
59,59000,955.8879808492893
60,60000,954.9719459432611
61,61000,976.6905824710626
62,62000,1110.7252116381733
63,63000,1023.1938842991364
64,64000,930.6518916689392
65,65000,1013.7575309966402
66,66000,945.1291885989951
67,67000,924.7043106335095
68,68000,2665.77227062072
69,69000,920.6673530232958
70,70000,957.5104126885578
71,71000,958.8821120325817
72,72000,888.1652016955825
73,73000,920.9458692734324
74,74000,934.2918851409765
75,75000,914.8052538463819
76,76000,949.953414690725
77,77000,937.8264687453166
78,78000,996.2044186370288
79,79000,927.2995468878464
